phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,full_description,This is the model card of a 🤗 transformers model that has been pushed on the Hub,1,The full description is partially derived from the README but lacks complete information.,0.900
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,keywords,"transformers, wav2vec2, automatic-speech-recognition",2,The keywords are directly taken from the metadata tags.,0.900
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,author,Shagufta,2,The author is directly taken from the metadata.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,citation,https://arxiv.org/abs/1910.09700,2,The citation is directly taken from the metadata tags.,0.900
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,input_type,Audio,2,The input type is inferred from the pipeline tag 'automatic-speech-recognition'.,0.950
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,output_data,transcribed text,2,The output data is inferred from the pipeline tag 'automatic-speech-recognition'.,0.950
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,foundational_model,wav2vec2,2,The foundational model is directly taken from the model name and metadata.,0.900
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,category,classification,2,The category is inferred from the pipeline tag 'automatic-speech-recognition'.,0.950
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,documentation,https://huggingface.co/Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withou,2,The documentation URL is directly taken from the model ID in the metadata.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,is_private,False,2,The private status is directly taken from the metadata.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,is_gated,False,1,The gated status is assumed as false since it is not specified in the metadata or README.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_framework,pytorch,1,The framework is assumed as pytorch since it is not specified in the metadata or README.,0.950
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_model_type,dnn,1,The model type is assumed as dnn since it is not specified in the metadata or README.,0.800
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_version,1.0,1,The version is assumed as 1.0 since it is not specified in the metadata or README.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_description,This is the model card of a 🤗 transformers model that has been pushed on the Hub,2,The AI model description is directly taken from the README.,0.900
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_owner,Shagufta,2,The AI model owner is directly taken from the metadata.,1.000
M2: Few-Shot Retrieval,9,Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withoutac,ai_model_location,https://huggingface.co/Shagufta/ilyes-wav2vec2-large-xlsr-53-km-indomain5-withou,2,The AI model location is directly taken from the model ID in the metadata.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,name,littercam-yolov9c,2,The model name 'littercam-yolov9c' is directly taken from the HuggingFace metadata.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,version,1.0,1,The version '1.0' is assumed as no explicit version is provided in the source material.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,short_description,Detects **10 classes of roadside litter** from CCTV/dashcam footage.,2,The short description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,full_description,Detects **10 classes of roadside litter** from CCTV/dashcam footage. *Last updat,2,The full description is directly taken from the README excerpt including the last updated timestamp.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,keywords,"object-detection, yolov9, litter-detection, waste-detection, littercam, computer",2,The keywords are directly taken from the HuggingFace metadata and README.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,author,aryanshh,2,The author 'aryanshh' is directly taken from the HuggingFace metadata.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,input_data,"https://huggingface.co/datasets/taco, https://huggingface.co/datasets/openlitter",2,The input data URLs are directly taken from the HuggingFace metadata and README.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,input_type,Image,2,The input type 'Image' is directly supported by the README's description of detecting litter from CCTV/dashcam footage.,0.950
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,output_data,bounding boxes with class labels,2,The output data 'bounding boxes with class labels' is directly supported by the object detection task described in the README.,0.950
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,foundational_model,yolov9-c,2,The foundational model 'yolov9-c' is directly taken from the README.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,category,computer vision,2,The category 'computer vision' is directly supported by the object detection task and the tags in the metadata.,0.950
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,documentation,https://huggingface.co/aryanshh/littercam-yolov9c,2,The documentation URL is directly taken from the HuggingFace model URL.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,is_private,False,2,The 'is_private' value 'False' is directly taken from the HuggingFace metadata.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,is_gated,False,1,"There is no explicit information about access requirements, so 'False' is assumed.",1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_framework,pytorch,1,"The framework 'pytorch' is inferred from the README's use of the ultralytics YOLO library, which is based on PyTorch.",0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_license,apache-2.0,2,The license 'apache-2.0' is directly taken from the HuggingFace metadata and README.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_model_type,cnn,2,"The model type 'cnn' is directly supported by the use of YOLOv9-C, a convolutional neural network architecture.",0.950
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_version,1.0,1,The version '1.0' is assumed as no explicit version is provided in the source material.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_description,Detects **10 classes of roadside litter** from CCTV/dashcam footage.,2,The AI model description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_owner,aryanshh,2,The owner 'aryanshh' is directly taken from the HuggingFace metadata.,1.000
M2: Few-Shot Retrieval,10,aryanshh/littercam-yolov9c,ai_model_location,https://huggingface.co/aryanshh/littercam-yolov9c,2,The model location is directly taken from the HuggingFace model URL.,1.000
M2: Few-Shot Retrieval,11,huggingface/documentation-images,title,documentation-images,2,The title 'documentation-images' is directly derived from the model ID and aligns with the dataset's purpose as stated in the description.,0.900
M2: Few-Shot Retrieval,11,huggingface/documentation-images,description,This dataset contains images used in the documentation of HuggingFace's librarie,2,The description accurately reflects the metadata and the purpose of the dataset as stated in the source.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,subjects,"huggingface, documentation, images, libraries",1,The subjects are inferred from the dataset's purpose and are not explicitly listed in the source material.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,creator,huggingface,2,The creator 'huggingface' is directly stated in the metadata.,0.900
M2: Few-Shot Retrieval,11,huggingface/documentation-images,publisher,HuggingFace,1,"The publisher 'HuggingFace' is inferred from the creator and general knowledge, not explicitly stated in the source.",0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,resource_type,Image dataset for documentation,1,The resource type is inferred from the dataset's purpose and is not explicitly stated in the source.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,resource_type_general,Dataset,2,The resource type general 'Dataset' is directly supported by the metadata and the nature of the content.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,publication_year,2022,2,The publication year '2022' is directly derived from the 'createdAt' field in the metadata.,0.900
M2: Few-Shot Retrieval,11,huggingface/documentation-images,size,n<1K images,2,The size 'n<1K images' is directly stated in the tags of the metadata.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,format,ImageFolder,2,The format 'ImageFolder' is directly stated in the tags of the metadata.,0.850
M2: Few-Shot Retrieval,11,huggingface/documentation-images,version,1.0,1,The version '1.0' is not explicitly stated in the source and is inferred.,0.700
M2: Few-Shot Retrieval,11,huggingface/documentation-images,license,cc-by-nc-sa-4.0,2,The license 'cc-by-nc-sa-4.0' is directly stated in the tags of the metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,title,banned-historical-archives,0,"The title is the same as the author and dataset name, which is not a proper title for the dataset.",0.900
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,description,The banned-historical-archives dataset contains historical documents and images ,1,The description is partially correct but lacks specific details from the source metadata and is incomplete.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,subjects,"history, archives, sensitive topics, documents, images",1,The subjects are generally accurate but not explicitly mentioned in the source metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,creator,banned-historical-archives,2,The creator is correctly identified as 'banned-historical-archives' from the source metadata.,0.900
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,publisher,banned-historical-archives,2,The publisher is correctly identified as 'banned-historical-archives' from the source metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,resource_type,Historical document and image dataset,1,The resource type is a reasonable interpretation but not explicitly stated in the source metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,resource_type_general,Dataset,2,The general resource type 'Dataset' is correct and directly supported by the context.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,publication_year,2023,0,The publication year '2023' is not mentioned in the source metadata and is not verifiable.,0.900
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,size,n<1K items,0,The size 'n<1K items' is not mentioned or implied in the source metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,format,imagefolder,0,The format 'imagefolder' is not mentioned in the source metadata.,0.850
M2: Few-Shot Retrieval,12,banned-historical-archives/banned-historical-archives,version,1.0,0,The version '1.0' is not mentioned in the source metadata.,0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,title,hd_tmp,2,The title 'hd_tmp' is directly taken from the model's ID in the metadata.,0.900
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,description,"This model is a temporary holding model for high-definition data processing, lik",1,"The description is inferred based on the model's name and purpose, as no README is available for confirmation.",0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,subjects,"high-definition, data processing, temporary model",1,"The subjects are inferred from the model's name and description, as no README is available for confirmation.",0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,creator,ayuo,2,The creator 'ayuo' is directly taken from the author field in the metadata.,0.900
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,publisher,ayuo,2,The publisher 'ayuo' is directly taken from the author field in the metadata.,0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,resource_type,High-definition data processing model,1,"The resource type is inferred based on the model's name and description, as no README is available for confirmation.",0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,resource_type_general,Software,2,The resource type general 'Software' is a standard classification for machine learning models.,0.850
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,publication_year,2026,2,The publication year '2026' is directly taken from the createdAt field in the metadata.,0.900
M2: Few-Shot Retrieval,13,ayuo/hd_tmp,version,1.0,0,"The version '1.0' is not present in the source metadata or README, and cannot be confirmed.",0.850
M2: Few-Shot Retrieval,14,mteb/results,title,results,0,The title 'results' is vague and not directly supported by the source metadata or description.,0.900
M2: Few-Shot Retrieval,14,mteb/results,description,The MTEB results dataset contains evaluation results for various text embedding ,1,"The description is accurate and aligns with the purpose of the model, but it is not directly stated in the source metadata.",0.850
M2: Few-Shot Retrieval,14,mteb/results,subjects,"text embedding, evaluation, natural language processing",2,"The subjects 'text embedding, evaluation, natural language processing' are directly supported by the metadata and the purpose of the model.",0.850
M2: Few-Shot Retrieval,14,mteb/results,creator,mteb,2,The creator 'mteb' is directly stated in the source metadata.,0.900
M2: Few-Shot Retrieval,14,mteb/results,publisher,arXiv,2,The publisher 'arXiv' is directly stated in the citation within the source metadata.,0.850
M2: Few-Shot Retrieval,14,mteb/results,resource_type,Text embedding evaluation results dataset,1,The resource type is accurate but not explicitly stated in the source metadata; it is inferred from the context.,0.850
M2: Few-Shot Retrieval,14,mteb/results,resource_type_general,Dataset,2,The general resource type 'Dataset' is directly supported by the nature of the model and its description.,0.850
M2: Few-Shot Retrieval,14,mteb/results,publication_year,2024,0,"The publication year '2024' is incorrect; the source metadata indicates the model was created in 2024, but the citation refers to 2022.",0.900
M2: Few-Shot Retrieval,14,mteb/results,version,1.0,1,The version '1.0' is a reasonable assumption but not directly stated in the source metadata.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,title,wikitext,2,The title 'wikitext' is directly taken from the HuggingFace API metadata.,0.900
M2: Few-Shot Retrieval,15,Salesforce/wikitext,description,The WikiText dataset is a collection of over 100 million tokens extracted from v,2,The description is a direct summary from the HuggingFace API metadata's dataset description.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,subjects,"language modeling, text generation, Wikipedia, natural language processing",2,The subjects are directly supported by the task categories and dataset description in the HuggingFace API metadata.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,creator,Salesforce,2,The creator 'Salesforce' is directly listed in the HuggingFace API metadata.,0.900
M2: Few-Shot Retrieval,15,Salesforce/wikitext,publisher,Salesforce,2,The publisher 'Salesforce' is directly listed in the HuggingFace API metadata.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,resource_type,Text dataset for language modeling,2,The resource type 'Text dataset for language modeling' is directly supported by the dataset description and task categories in the HuggingFace API metadata.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,resource_type_general,Dataset,2,The general resource type 'Dataset' is directly supported by the nature of the HuggingFace model catalog entry.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,publication_year,2022,0,The publication year '2022' is not mentioned in the source material provided.,0.900
M2: Few-Shot Retrieval,15,Salesforce/wikitext,size,1M<n<10M,2,The size '1M<n<10M' is directly listed in the HuggingFace API metadata under size categories.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,format,Parquet,2,The format 'Parquet' is directly listed in the HuggingFace API metadata under format.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,version,1.0,0,The version '1.0' is not mentioned in the source material provided.,0.850
M2: Few-Shot Retrieval,15,Salesforce/wikitext,license,cc-by-sa-3.0,2,The license 'cc-by-sa-3.0' is directly listed in the HuggingFace API metadata under license.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,title,OmniVitac_Samples,2,The title 'OmniVitac_Samples' is directly taken from the model ID in the API metadata.,0.900
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,description,"The OmniVitac_Samples dataset contains diverse samples for various applications,",1,The description is partially correct but incomplete and lacks direct support from the source material.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,subjects,"machine learning, computer vision, pattern recognition, sample dataset",1,The subjects are inferred from the general purpose of the dataset and not explicitly stated in the source.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,creator,tars-robotics,2,The creator 'tars-robotics' is directly taken from the author field in the API metadata.,0.900
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,publisher,tars-robotics,2,The publisher 'tars-robotics' is directly taken from the author field in the API metadata.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,resource_type,Sample dataset for machine learning applications,1,The resource type is inferred from the general purpose of the dataset and not explicitly stated in the source.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,resource_type_general,Dataset,2,The resource type general 'Dataset' is directly inferred from the context of the model ID and tags.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,publication_year,2026,2,The publication year '2026' is directly taken from the createdAt field in the API metadata.,0.900
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,version,1.0,1,The version '1.0' is assumed and not explicitly stated in the source material.,0.850
M2: Few-Shot Retrieval,16,tars-robotics/OmniVitac_Samples,license,cc-by-nc-4.0,2,The license 'cc-by-nc-4.0' is directly taken from the tags in the API metadata.,0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,title,surrogate-1-pairs-A,2,The title is directly taken from the model ID in the metadata.,0.900
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,description,"This model is a surrogate model for a specific task, trained on a dataset of pai",1,The description is plausible but not verifiable due to the lack of a README or detailed metadata.,0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,subjects,"deep learning, surrogate model, classification, regression",1,"The subjects are inferred from the description and general knowledge, not directly stated in the metadata.",0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,creator,axentx,2,The creator is directly taken from the author field in the metadata.,0.900
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,publisher,axentx,2,The publisher is directly taken from the author field in the metadata.,0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,resource_type,Pre-trained deep learning model,1,"The resource type is inferred from the context and general knowledge, not explicitly stated.",0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,resource_type_general,Software,1,"The general resource type is inferred from the context and general knowledge, not explicitly stated.",0.850
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,publication_year,2026,2,The publication year is directly taken from the createdAt field in the metadata.,0.900
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,format,PyTorch model,1,"The format is inferred from the context and general knowledge, not explicitly stated.",0.700
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,version,1.0,1,"The version is inferred from the model name and general knowledge, not explicitly stated.",0.700
M2: Few-Shot Retrieval,17,axentx/surrogate-1-pairs-A,license,apache-2.0,0,The license is not present in the provided metadata or README excerpt.,0.700
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,title,ritual-agent-configs,2,The title is directly taken from the model ID and matches the dataset name.,0.900
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,description,"The ritual-agent-configs dataset contains configuration files for ritual agents,",1,The description is plausible but not directly supported by the source material as there is no README and the metadata is sparse.,0.850
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,subjects,"ritual agents, configuration files, natural language processing, AI applications",1,"The subjects are inferred based on the title and general knowledge, not directly stated in the source.",0.800
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,creator,arshan-ritual,2,The creator is directly taken from the author field in the metadata.,0.900
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,publisher,arshan-ritual,2,The publisher is directly taken from the author field in the metadata.,0.900
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,resource_type,Configuration dataset for ritual agents,1,"The resource type is inferred from the title and general knowledge, not directly stated in the source.",0.850
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,resource_type_general,Dataset,2,The resource type general is correctly inferred as 'Dataset' based on the context.,0.950
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,publication_year,2026,2,The publication year is directly taken from the createdAt field in the metadata.,0.900
M2: Few-Shot Retrieval,18,arshan-ritual/ritual-agent-configs,version,1.0,1,The version is assumed as '1.0' but is not directly stated in the source material.,0.800
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,title,surrogate-1-pairs-D,2,The title is directly taken from the model ID in the API metadata.,0.900
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,description,"This model is a surrogate model for a specific task, trained on paired data. It ",1,The description is plausible but not verifiable due to the absence of a README or detailed source material.,0.700
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,subjects,"surrogate model, deep learning, classification, regression",1,The subjects are inferred from the model's purpose and not explicitly stated in the source material.,0.800
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,creator,axentx,2,The creator is directly taken from the author field in the API metadata.,0.900
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,publisher,axentx,2,The publisher is directly taken from the author field in the API metadata.,0.900
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,resource_type,Surrogate model for classification/regression tasks,1,The resource type is inferred from the model's description and not explicitly stated in the source material.,0.800
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,resource_type_general,Software,2,The resource type general is correctly identified as 'Software' based on the model's nature.,0.900
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,publication_year,2026,2,The publication year is directly taken from the createdAt field in the API metadata.,0.900
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,format,PyTorch model,1,The format is inferred and not explicitly stated in the source material.,0.800
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,version,1.0,1,The version is assumed and not explicitly stated in the source material.,0.700
M2: Few-Shot Retrieval,19,axentx/surrogate-1-pairs-D,license,apache-2.0,1,The license is assumed and not explicitly stated in the source material.,0.600
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,title,qwen35-9b-verilog-sft-logs,2,The title is directly derived from the model ID and accurately reflects the content as described.,0.900
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,description,"This dataset contains logs related to the Qwen35-9b-Verilog model, fine-tuned fo",1,"The description is plausible but not directly supported by the source metadata or README, which is missing.",0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,subjects,"Verilog, Qwen35-9b, model logs, fine-tuning, natural language processing",1,"The subjects are inferred from the title and general knowledge, not explicitly stated in the source.",0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,creator,yil384,2,The creator is directly taken from the author field in the API metadata.,0.900
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,publisher,yil384,2,The publisher is directly taken from the author field in the API metadata.,0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,resource_type,Model logs dataset for Qwen35-9b-Verilog,1,"The resource type is inferred from the title and description, not explicitly stated in the source.",0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,resource_type_general,Dataset,2,The resource type general is correctly inferred as 'Dataset' based on the context.,0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,publication_year,2026,2,The publication year is directly taken from the createdAt field in the API metadata.,0.900
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,format,JSON,1,"The format is inferred based on typical model log formats, not explicitly stated in the source.",0.700
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,version,1.0,1,The version is assumed as '1.0' but is not explicitly stated in the source metadata or README.,0.850
M2: Few-Shot Retrieval,20,yil384/qwen35-9b-verilog-sft-logs,license,apache-2.0,1,"The license is inferred based on common defaults for HuggingFace models, not explicitly stated in the source.",0.700
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,name,all-MiniLM-L6-v2,2,Model name is directly from the metadata and README,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,version,1.0,1,Version is assumed as 1.0 since it's not explicitly stated in the source material,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,short_description,"Then you can use the model like this:
```python
from sentence_transformers impor",0,"The value is a code snippet, not a one-sentence summary",0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,full_description,"Then you can use the model like this:
```python
from sentence_transformers impor",0,"The value is an incomplete code snippet, not a 2-4 sentence description",0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,keywords,"sentence-transformers, pytorch, tf, rust, onnx, openvino, bert, feature-extracti",2,Keywords are directly taken from the metadata tags,0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,author,sentence-transformers,2,Author is directly mentioned in the metadata and README,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,citation,https://arxiv.org/abs/1904.06472,2,Citation is directly from the arXiv paper listed in the metadata,0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,input_data,"https://huggingface.co/datasets/s2orc, https://huggingface.co/datasets/flax-sent",2,Input data sources are directly listed in the metadata and README,0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,input_type,Text,2,Input type is clearly text as stated in the README and implied by the model's purpose,0.950
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,output_data,dense vector representation,2,Output is a dense vector representation as described in the README,0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,foundational_model,BERT,2,BERT is mentioned in the metadata tags and is the base architecture,0.850
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,category,natural language processing,2,Natural language processing is the correct category for this text embedding model,0.950
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,documentation,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,2,Documentation URL is the model's HuggingFace page,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,is_private,False,2,The model is not private as stated in the metadata,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,is_gated,False,2,Access does not require approval as implied by the public availability,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_framework,pytorch,2,PyTorch is listed in the metadata tags and used in the model,0.950
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_license,apache-2.0,2,Apache-2.0 license is directly stated in the metadata and README,0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_model_type,dnn,1,DNN is a reasonable classification but not explicitly stated in the source material,0.850
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_version,1.0,1,Version is assumed as 1.0 since it's not explicitly stated in the source material,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_description,"Then you can use the model like this:
```python
from sentence_transformers impor",0,"The value is a code snippet, not a one-sentence description",0.900
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_owner,sentence-transformers,2,Owner is directly mentioned in the metadata and README,1.000
M3: Chain-of-Thought,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_location,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,2,Location is the direct HuggingFace URL for the model,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,name,Qwen3-VL-2B-Instruct,2,The model name is directly taken from the metadata and README.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,version,1.0,1,The version is assumed as 1.0 since it is not explicitly mentioned in the source.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,short_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,The short description is directly taken from the README.,0.900
